repartie	ʁ e p a ʁ t i
géomagnétisme	ʒ e o m a ɲ e t i z m
démonstratifs	d e m ɔ s t ʁ a t i f
anéantiras	a n e ɑ t i ʁ ɑ
exulter	ɛ ɡ z y l t e
pesta	p ɛ s t a
allégro	a l e ɡ ʁ o
sabbatisez	s a b a t i z e
radon	ʁ a d ɔ
adossât	a d ɔ s ɑ
manqué	m ɑ k e
épiniez	e p i n j e
gatineau	ɡ a t i n o
management	m a n a d ʒ m ɛ n t
clitoris	k l i t ɔ ʁ i s
horizontaliser	ɔ ʁ i z ɔ t a l i z e
dualisaient	d ɥ a l i z ɛ
grappin	ɡ ʁ a p ɛ
statistique	s t a t i s t i k
blêmissaient	b l e m i s ɛ
caprifoliacée	k a p ʁ i f ɔ l j a s e
impuissante	ɛ p ɥ i s ɑ t
fraternisation	f ʁ a t ɛ ʁ n i z a s j ɔ
débraseraient	d e b ʁ a z ʁ ɛ
lignassent	l i ɲ a s
dévoisement	d e v w a z m ɑ
massacrer	m a s a k ʁ e
ganseraient	ɡ ɑ s ʁ ɛ
nobélium	n ɔ b e l j ɔ m
serrés	s e ʁ e
confesse	k ɔ f ɛ s
canevas	k a n v ɑ
dietemann	d i t ə m a n
déluter	d e l y t e
hurlera	y ʁ l ə ʁ a
découverte	d e k u v ɛ ʁ t
grisement	ɡ ʁ i z m ɑ
esquintons	ɛ s k ɛ t ɔ
okay	ɔ k e
auboise	o b w a z
peine	p ɛ n
mytilène	m i t i l ɛ n
pornographiques	p ɔ ʁ n ɔ ɡ ʁ a f i k
frenchions	f ʁ ɑ t ʃ j ɔ
musclés	m y s k l e
recuirerai	ʁ ə k ɥ i ʁ ə ʁ e
torpilliez	t ɔ ʁ p i j j e
rabâb	ʁ a b ɑ b
tous	t ʊ s
flibustier	f l i b y s t j e
aboutiraient	a b u t i ʁ ɛ
phantasier	f ɑ t a z j e
dénichâmes	d e n i ʃ ɑ m
poétique	p ɔ e t i k
randomisas	ʁ ɑ d ɔ m i z ɑ
reboiser	ʁ ə b w a z e
vingtièmes	v ɛ t j ɛ m
machine	m a ʃ i n
repatriasses	ʁ ə p a t ʁ i j a s
prudente	p ʁ y d ɑ t
auscitaine	o s i t ɛ n
accornée	a k ɔ ʁ n e
contestassions	k ɔ t ɛ s t a s j ɔ
agissante	a ʒ i s ɑ t
délogèrent	d e l ɔ ʒ ɛ ʁ
rotoïde	ʁ ɔ t ɔ i d
bouffeur	b u f œ ʁ
tercer	t ɛ ʁ s e
normand	n ɔ ʁ m ɑ
amabilité	a m a b i l i t e
possession	p ɔ s ɛ s j ɔ
raccorderais	ʁ a k ɔ ʁ d ə ʁ ɛ
marxienne	m a ʁ k s j ɛ n
puffin	p y f ɛ
quand	k ã
paysageai	p ɛ i z a ʒ e
hyperboliques	i p ɛ ʁ b ɔ l i k
gramme	ɡ ʁ a m
allante	a l ɑ t
smasha	s m a ʃ a
rendormons	ʁ ɑ d ɔ ʁ m ɔ
acclame	a k l a m
lixivier	l i k s i v j e
épinent	e p i n
surnageassiez	s y ʁ n a ʒ a s j e
coexisteraient	k ɔ ɛ ɡ z i s t ə ʁ ɛ
chopinez	ʃ ɔ p i n e
renonça	ʁ ə n ɔ s a
renommaient	ʁ ə n ɔ m ɛ
favus	f a v y s
rompre	ʁ ɔ p ʁ
énergiserez	e n ɛ ʁ ʒ i z ʁ e
meurtrirent	m œ ʁ t ʁ i ʁ
aboutissaient	a b u t i s ɛ
arcboutât	a ʁ k b u t ɑ
cou	k u
absolution	a p s ɔ l y s j ɔ
yakusa	j a k y z a
défloras	d e f l ɔ ʁ ɑ
anoblira	a n ɔ b l i ʁ a
dolomie	d ɔ l ɔ m i
enchantassiez	ɑ ʃ ɑ t a s j e
répétitivité	ʁ e p e t i t i v i t e
renchérît	ʁ ɑ ʃ e ʁ i
inaugurant	i n ɔ ɡ y ʁ ɑ
osée	o z e
chantez	ʃ ɑ t e
dais	d ɛ
pagnolesque	p a ɲ ɔ l ɛ s k
métallière	m e t a l j ɛ ʁ
raclez	ʁ ɑ k l e
draguer	d ʁ a ɡ e
lamentable	l a m ɑ t a b l
écu	e k y
conviction	k ɔ v i k s j ɔ
nauruan	n o ʁ ɥ ɑ
préfacèrent	p ʁ e f a s ɛ ʁ
automorphe	o t o m ɔ ʁ f
chipotait	ʃ i p ɔ t ɛ
ravîtes	ʁ a v i t
dépendance	d e p ɑ d ɑ s
persécutas	p ɛ ʁ s e k y t ɑ
vert	v ɛ ʁ
punch	p ɔ ʃ
périphérique	p e ʁ i f e ʁ i k
watt	w a t
escamoter	ɛ s k a m ɔ t e
clavicule	k l a v i k y l
écossais	e k ɔ s ɛ
écœurant	e k œ ʁ ɑ
blasonnement	b l ɑ z ɔ n m ɑ
drame	d ʁ a m
benzoïque	b ɛ z ɔ i k
cavaleriez	k a v a l ə ʁ j e
luisamment	l ɥ i z a m ɑ
détinssiez	d e t ɛ s j e
cannonière	k a n ɔ n j ɛ ʁ
arquer	a ʁ k e
décorderions	d e k ɔ ʁ d ə ʁ j ɔ
parcourais	p a ʁ k u ʁ ɛ
accoucheurs	a k u ʃ œ ʁ
détresse	d e t ʁ ɛ s
gonade	ɡ ɔ n a d
moulassions	m u l a s j ɔ
yatagan	j a t a ɡ ɑ
zozo	z o z o
brontosaure	b ʁ ɔ t ɔ z ɔ ʁ
diamantons	d j a m ɑ t ɔ
renonçais	ʁ ə n ɔ s ɛ
bombassions	b ɔ b a s j ɔ
interpeler	ɛ t ɛ ʁ p ə l e
blâmant	b l a m ɑ
rivaliser	ʁ i v a l i z e
taggiez	t a ɡ j e
aguerriraient	a ɡ e ʁ i ʁ ɛ
traversas	t ʁ a v ɛ ʁ s ɑ
polarisent	p ɔ l a ʁ i z
baiji	b ɛ ʒ i
munissez	m y n i s e
bâlois	b ɑ l w a
charmeur	ʃ a ʁ m œ ʁ
conque	k ɔ k
relances	ʁ ə l ɑ s
cornouaille	k ɔ ʁ n w a j
pétanque	p e t ɑ k
repiquage	ʁ ə p i k a ʒ
gallicismes	ɡ a l i s i s m
kaolinisèrent	k a ɔ l i n i z ɛ ʁ
tranche	t ʁ ɑ ʃ
six	s i z ‿
bachoterons	b a ʃ ɔ t ʁ ɔ
chourinerais	ʃ u ʁ i n ʁ ɛ
franckisme	f ʁ ɑ k i s m
réinstallassent	ʁ e ɛ s t a l a s
aigrissaient	ɛ ɡ ʁ i s ɛ
restockeront	ʁ ə s t ɔ k ʁ ɔ
pouchkinien	p u ʃ k i n j ɛ
désuétude	d e z ɥ e t y d
sumatrien	s y m a t ʁ i j ɛ
pesterai	p ɛ s t ə ʁ e
emmène	ɑ m ɛ n
allons	a l ɔ
abélien	a b e l j ɛ
détiendrait	d e t j ɛ d ʁ ɛ
nom	n õ ʊ̯
confinement	k ɔ f i n m ɑ
carra	k a ʁ a
seconderons	s ə ɡ ɔ d ʁ ɔ
ingurgiter	ɛ ɡ y ʁ ʒ i t e
bombardier	b ɔ b a ʁ d j e
consternerais	k ɔ s t ɛ ʁ n ə ʁ ɛ
ketchup	k ɛ t ʃ ɔ p
empressera	ɑ p ʁ e s ə ʁ a
losange	l o z ɑ ʒ
almanach	a l m a n a
collaboratif	k ɔ l a b ɔ ʁ a t i f
pleuvoir	p l ø v w a ʁ
ansez	ɑ s e
rougeoleuse	ʁ u ʒ ɔ l ø z
repartir	ʁ ə p a ʁ t i ʁ
adjugeront	a d ʒ y ʒ ʁ ɔ
kayaké	k a j a k e
aluniront	a l y n i ʁ ɔ
bénéficiasses	b e n e f i s j a s
soccer	s ɔ k œ ʁ
professâtes	p ʁ ɔ f ɛ s ɑ t
revernirions	ʁ ə v ɛ ʁ n i ʁ j ɔ
plumier	p l y m j e
cuiller	k ɥ i j ɛ ʁ
arnaqueur	a ʁ n a k œ ʁ
réjouîtes	ʁ e ʒ w i t
illégaliseriez	i l e ɡ a l i z ə ʁ j e
paiements	p ɛ m ɑ
meugler	m ø ɡ l e
prévisualises	p ʁ e v i z ɥ a l i z
imprime	ɛ p ʁ i m
eut	y
cubassiez	k y b a s j e
place	p l a s
arcboutez	a ʁ k b u t e
akène	a k ɛ n
météorologue	m e t e ɔ ʁ ɔ l ɔ ɡ
reforma	ʁ ə f ɔ ʁ m a
bluffant	b l œ f ɑ
scandalisions	s k ɑ d a l i z j ɔ
chiourme	ʃ j u ʁ m
latéral	l a t e ʁ a l
conjureras	k ɔ ʒ y ʁ ə ʁ ɑ
peureux	p œ ʁ ø
surplomb	s y ʁ p l ɔ
engluâtes	ɑ ɡ l y ɑ t
légalisais	l e ɡ a l i z ɛ
dysphémisme	d i s f e m i s m
cruelle	k ʁ y ɛ l
dévots	d e v o
abrévier	a b ʁ e v j e
penderie	p ɑ d ʁ i
vagabondâtes	v a ɡ a b ɔ d ɑ t
cèpe	s ɛ p
dangereuse	d ɑ ʒ ʁ ø z
allergie	a l ɛ ʁ ʒ i
bourboniens	b u ʁ b ɔ n j ɛ
tajines	t a ʒ i n
biperez	b i p ʁ e
juxtalinéaire	ʒ y k s t a l i n e ɛ ʁ
anémone	a n e m ɔ n
gospel	ɡ ɔ s p ɛ l
détirer	d e t i ʁ e
jazziez	d ʒ a z j e
pétastéradian	p e t a s t e ʁ a d j ɑ
anglophonie	ɑ ɡ l ɔ f ɔ n i
lesdits	l e d i
épurait	e p y ʁ ɛ
jacasse	ʒ a k a s
siècle	s j ɛ k l
rehaussèrent	ʁ ə o s ɛ ʁ
cétacée	s e t a s e
kératine	k e ʁ a t i n
vautre	v o t ʁ
toilai	t w a l e
frouillerions	f ʁ u j ə ʁ j ɔ
démener	d e m n e
aimez	ɛ m e
dérivation	d e ʁ i v a s j ɔ
anharmonique	a n a ʁ m ɔ n i k
aquitanien	a k i t a n j ɛ
rechignera	ʁ ə ʃ i ɲ ə ʁ a
rhum	ʁ ɔ m
angoissais	ɑ ɡ w a s ɛ
rafler	ʁ ɑ f l e
ahurissaient	a y ʁ i s ɛ
soigneur	s w a ɲ œ ʁ
marrane	m a ʁ a n
allâtes	a l ɑ t
klaxons	k l a k s ɔ
épargner	e p a ʁ ɲ e
muscaderait	m y s k a d ʁ ɛ
duplexant	d y p l ɛ k s ɑ
repensèrent	ʁ ə p ɑ s ɛ ʁ
théophane	t e ɔ f a n
auger	o ʒ e
lignent	l i ɲ
protolangues	p ʁ ɔ t ɔ l ɑ ɡ
ravigotions	ʁ a v i ɡ ɔ t j ɔ
orchidectomie	ɔ ʁ k i d ɛ k t ɔ m i
agoniserait	a ɡ ɔ n i z ʁ ɛ
fasce	f a s
hydrothioneuse	i d ʁ ɔ t j ɔ n ø z
isolant	i z ɔ l ɑ
topolecte	t ɔ p ɔ l ɛ k t
empressassent	ɑ p ʁ e s a s
forjugiez	f ɔ ʁ ʒ y ʒ j e
albanaise	a l b a n ɛ z
secondai	s ə ɡ ɔ d e
seigneuresse	s ɛ ɲ œ ʁ ɛ s
nûment	n y m ɑ
révérasses	ʁ e v e ʁ a s
enquiquinasses	ɑ k i k i n a s
buraliste	b y ʁ a l i s t
acronyme	a k ʁ ɔ n i m
provinsse	p ʁ ɔ v ɛ s
naufrageassions	n o f ʁ a ʒ a s j ɔ
croassassions	k ʁ ɔ a s a s j ɔ
époustouflent	e p u s t u f l
judas	ʒ y d a
convergerons	k ɔ v ɛ ʁ ʒ ə ʁ ɔ
divergeriez	d i v ɛ ʁ ʒ ə ʁ j e
braquiez	b ʁ a k j e
éjaculer	e ʒ a k y l e
trilles	t ʁ i j
traderez	t ʁ ɛ d ʁ e
phrase	f ʁ ɑ z
fertilisât	f ɛ ʁ t i l i z ɑ
lovecraftienne	l ɔ v k ʁ a f t j ɛ n
fétichisâmes	f e t i ʃ i z ɑ m
miels	m j ɛ l
solide	s ɔ l i d
rejouassiez	ʁ ə ʒ w a s j e
insolvable	ɛ s ɔ l v a b l
onguent	ɔ ɡ ɑ
croupit	k ʁ u p i
impulsion	ɛ p y l s j ɔ
flingué	f l ɛ ɡ e
aldebaran	a l d ə b a ʁ ɑ
accélérai	a k s e l e ʁ e
pralinera	p ʁ a l i n ʁ a
étau	e t o
pralinait	p ʁ a l i n ɛ
exerçait	ɛ ɡ z ɛ ʁ s ɛ
vêtis	v ɛ t i
extrudent	ɛ k s t ʁ y d
absout	a p s u
chambriers	ʃ ɑ b ʁ i j e
du	d y
diagenétique	d j a ʒ n e t i k
translittération	t ʁ ɑ s l i t e ʁ a s j ɔ
reverserais	ʁ ə v ɛ ʁ s ə ʁ ɛ
pisseuses	p i s ø z
abricotine	a b ʁ i k ɔ t i n
bispirituel	b i s p i ʁ i t ɥ ɛ l
déglinguent	d e ɡ l ɛ ɡ
protégez	p ʁ ɔ t e ʒ e
nonce	n ɔ s
hutteraient	y t ʁ ɛ
conséquence	k ɔ s e k ɑ s
emprisonnerons	ɑ p ʁ i z ɔ n ʁ ɔ
picard	p i k a ʁ
tuiler	t ɥ i l e
thonaire	t ɔ n ɛ ʁ
sérénadons	s e ʁ e n a d ɔ
ambiancent	ɑ b j ɑ s
tian	t j ɑ
aides	ɛ d
trottiner	t ʁ ɔ t i n e
séparé	s e p a ʁ e
yaktaro	j a k t a ʁ o
redoubleriez	ʁ ə d u b l ə ʁ j e
jazzeront	d ʒ a z ʁ ɔ
toilerait	t w a l ʁ ɛ
rude	ʁ y d
moore	m ɔ ʁ
décaseconde	d e k a s ə ɡ ɔ d
myanmar	m j a n m a ʁ
pétilleraient	p e t i j ʁ ɛ
abonniriez	a b ɔ n i ʁ j e
achromaticité	a k ʁ ɔ m a t i s i t e
kiné	k i n e
colmar	k ɔ l m a ʁ
bunker	b u ŋ k ɛ ʁ
munissaient	m y n i s ɛ
ubiquitaire	y b i k ɥ i t ɛ ʁ
hamster	a m s t ɚ
hypéron	i p e ʁ ɔ
débraserez	d e b ʁ a z ʁ e
bidimensionnelle	b i d i m ɑ s j ɔ n ɛ l
allait	a l ɛ
catherinien	k a t ʁ i n j ɛ
quicher	k i ʃ e
brassicole	b ʁ a s i k ɔ l
anéantirent	a n e ɑ t i ʁ
résignais	ʁ e z i ɲ ɛ
faillis	f a j i
voltigeais	v ɔ l t i ʒ ɛ
rebouillirions	ʁ ə b u j i ʁ j ɔ
robasses	ʁ ɔ b a s
affolasses	a f ɔ l a s
cabales	k a b a l
campa	k ɑ p a
zétrudoise	z e t ʁ y d w a z
bernerons	b ɛ ʁ n ə ʁ ɔ
tridentine	t ʁ i d ɑ t i n
suggestif	s y ɡ ʒ ɛ s t i f
virgile	v i ʁ ʒ i l
notion	n ɔ s j ɔ
désarticulation	d e z a ʁ t i k y l a s j ɔ
franchisions	f ʁ ɑ ʃ i z j ɔ
excellemment	ɛ k s ɛ l a m ɑ
france	f ʁ ã s
trias	t ʁ i j ɑ
géomancies	ʒ e ɔ m ɑ s i
crespelle	k ʁ ɛ s p ɛ l
revêt	ʁ ə v ɛ
macadamiser	m a k a d a m i z e
burineraient	b y ʁ i n ʁ ɛ
interrupteurs	ɛ t ɛ ʁ y p t œ ʁ
poliçant	p ɔ l i s ɑ
triomphe	t ʁ i j ɔ f
pruche	p ʁ y ʃ
trotterait	t ʁ ɔ t ʁ ɛ
ambreraient	ɑ b ʁ ə ʁ ɛ
intimidative	ɛ t i m i d a t i v
rechargeait	ʁ ə ʃ a ʁ ʒ ɛ
oncle	ɔ k l
planning	p l a n i ŋ
savez	s a v e
barricade	b a ʁ i k a d
dinarque	d i n a ʁ k
dissembler	d i s ɑ b l e
pénil	p e n i l
câpre	k ɑ p ʁ
ravisassent	ʁ a v i z a s
mégalope	m e ɡ a l ɔ p
braconnassiez	b ʁ a k ɔ n a s j e
rapatrier	ʁ a p a t ʁ i j e
jambage	ʒ ɑ b a ʒ
ambiguïté	ɑ b i ɡ ɥ i t e
enfance	ɑ f ɑ s
paillard	p a j a ʁ
accomplît	a k ɔ p l i
baratinerions	b a ʁ a t i n ə ʁ j ɔ
fertilisera	f ɛ ʁ t i l i z ʁ a
convergeas	k ɔ v ɛ ʁ ʒ ɑ
couvert	k u v ɛ ʁ
plumeau	p l y m o
resservirai	ʁ ə s ɛ ʁ v i ʁ e
bourguignon	b u ʁ ɡ i ɲ ɔ
horrifier	ɔ ʁ i f j e
chaponner	ʃ a p ɔ n e
déontologie	d e ɔ t ɔ l ɔ ʒ i
myopie	m j ɔ p i
oripeau	ɔ ʁ i p o
chabbat	ʃ a b a
arcboutait	a ʁ k b u t ɛ
concourront	k ɔ k u ʁ ʁ ɔ
tancerait	t ɑ s ʁ ɛ
souche	s u ʃ
plaisanciers	p l ɛ z ɑ s j e
rucher	ʁ y ʃ e
vigoureusement	v i ɡ u ʁ ø z m ɑ
forjugeassions	f ɔ ʁ ʒ y ʒ a s j ɔ
encenseront	ɑ s ɑ s ʁ ɔ
gilet	ʒ i l ɛ
électrolyse	e l ɛ k t ʁ ɔ l i z
recouvrent	ʁ ə k u v ʁ
satisfaisant	s a t i s f ə z ɑ
défier	d e f j e
patienter	p a s j ɑ t e
focussaient	f ɔ k y s ɛ
zettastéradian	z ɛ t a s t e ʁ a d j ɑ
révèrerez	ʁ e v ɛ ʁ ə ʁ e
problématologie	p ʁ ɔ b l e m a t ɔ l ɔ ʒ i
amincissent	a m ɛ s i s
ternissons	t ɛ ʁ n i s ɔ
positon	p o z i t ɔ
hypocrisie	i p ɔ k ʁ i z i
prétérition	p ʁ e t e ʁ i s j ɔ
vague	v a ɡ
guidé	ɡ i d e
préfaçâtes	p ʁ e f a s ɑ t
louangeront	l w ɑ ʒ ʁ ɔ
minassent	m i n a s
ensachât	ɑ s a ʃ ɑ
empirait	ɑ p i ʁ ɛ
chinoiseriez	ʃ i n w a z ə ʁ j e
caoutchoutique	k a u t ʃ u t i k
trafics	t ʁ a f i k
fidèles	f i d ɛ l
normandes	n ɔ ʁ m ɑ d
chantante	ʃ ɑ t ɑ t
desserriez	d e s e ʁ j e
bretelles	b ʁ ə t ɛ l
ressentisses	ʁ ə s ɑ t i s
taggeras	t a ɡ ʁ ɑ
vidienne	v i d j ɛ n
belge	b ɛ l ʒ
égalitaire	e ɡ a l i t ɛ ʁ
recenserions	ʁ ə s ɑ s ə ʁ j ɔ
euthanasiâtes	ø t a n a z j ɑ t
tînmes	t ɛ m
décollage	d e k ɔ l a ʒ
pivert	p i v ɛ ʁ
postillonnerons	p ɔ s t i j ɔ n ʁ ɔ
ressortent	ʁ ə s ɔ ʁ t
pionçassions	p j ɔ s a s j ɔ
séraphine	s e ʁ a f i n
rapt	ʁ a p t
romance	ʁ ɔ m ɑ s
vingrau	v ɛ ɡ ʁ o
piornasse	p j ɔ ʁ n a s
fertilisâtes	f ɛ ʁ t i l i z ɑ t
troupeau	t ʁ u p o
réquisitionneront	ʁ e k i z i s j ɔ n ʁ ɔ
cataloguer	k a t a l ɔ ɡ e
abougrie	a b u ɡ ʁ i
consumérisme	k ɔ s y m e ʁ i s m
défraîchir	d e f ʁ ɛ ʃ i ʁ
moyenâgeux	m w a j ɛ n ɑ ʒ ø
départementales	d e p a ʁ t ə m ɑ t a l
raccourcirait	ʁ a k u ʁ s i ʁ ɛ
abominais	a b ɔ m i n ɛ
défriseront	d e f ʁ i z ʁ ɔ
cristalliser	k ʁ i s t a l i z e
attitude	a t i t y d
flatteur	f l a t œ ʁ
vaillantes	v a j ɑ t
atrophié	a t ʁ ɔ f j e
bulbeux	b y l b ø
priant	p ʁ i j ɑ
hôtellerie	o t ɛ l ʁ i
émondât	e m ɔ d ɑ
prunier	p ʁ y n j e
wolfram	v ɔ l f ʁ a m
tresser	t ʁ e s e
maltraiter	m a l t ʁ ɛ t e
assainir	a s ɛ n i ʁ
orchestrera	ɔ ʁ k ɛ s t ʁ ə ʁ a
insouciant	ɛ s u s j ɑ
concouru	k ɔ k u ʁ y
rend	ʁ ɑ
exorcisassiez	ɛ ɡ z ɔ ʁ s i z a s j e
bleuet	b l ø ɛ
armoire	a ʁ m w a ʁ
recomptassiez	ʁ ə k ɔ t a s j e
implosèrent	ɛ p l o z ɛ ʁ
tâcher	t a ʃ e
lest	l ɛ s t
fenil	f ə n i l
chardon	ʃ a ʁ d ɔ
correspondent	k ɔ ʁ ɛ s p ɔ d
